-35778.681681512324,-16873.16127112438,2733.191582206652,-11110.434147570724,-7227.556610639239,-75508.55448417326,56395.99289352865,18314.069441102794,-12201.7169175382,57993.699680403435
-14916.358162548564,16809.546654347138,6084.74336539136,51303.54228395044,59872.35385357268,-93709.30588949524,54203.186999826125,-22629.547186060237,4829.277325984363,59317.93486251074
90320.11698904663,-22794.194942813087,-42057.62256969592,-63145.58788101081,-28515.20833280426,-43377.32437232391,12637.689106257007,-1866.5143466532663,24895.821982960333,3400.3975035426333
37376.80748601572,-3643.16459486285,3815.6283314914162,-7882.275038390985,-39981.022675516266,-17105.774409628742,17014.409909760943,22363.413449390566,41510.58288670688,93094.28366530013
15322.170505744289,-65652.79576300652,33288.16030684554,41711.83151352112,-27756.720022790712,14054.53294392701,33308.99335086229,11646.492559360076,2185.0751098073924,132955.3283476699
56771.041640974705,35288.103034366795,-21014.172613013496,-53672.29321574903,-50507.10584885101,5878.816043673194,-40958.7884779179,-39440.65103944909,-923.7690505899436,127250.61100674856
-6067.214910992658,20160.199676744884,10185.133498233236,-63432.59026718331,2064.2748664704986,-102710.92298902811,19310.485722647485,9289.951008712305,-46610.14538681559,41680.52863274428
39722.26135579282,-66672.25266093768,-37140.3528930627,-24860.322085991007,35197.76116483631,37359.34522573726,-21105.2429263442,87790.72517096909,-3780.4115472375265,47422.21599081674
39436.99291818318,12740.588945748066,30395.62177148391,-45029.509622356614,52546.39547377252,-42189.848435999374,-3138.101580825755,14691.697324583854,27837.379516555826,96150.08414019246
-4022.75513913958,3680.6644483080076,-34600.518446683156,-30132.105048490375,-58919.11000346036,-74035.61623155147,-6355.789234077753,52702.07561827066,-78496.53193873992,69001.57364899835
4181.819842065004,-53355.54554818848,48767.27668916437,17591.94514429352,-43231.9310325748,-105784.85908876304,-10371.645128251712,14226.381746360064,18361.291600446915,2519.02648160837
-2830.8016049271755,-25623.77570945233,-13799.089226630464,19664.34036864854,10804.37776219673,-13718.546506295566,-14874.282920696138,20351.006601680256,40331.921714851684,44662.808713373845
24917.655305207896,-31812.099477872183,-53208.322392308626,-44324.82222187468,-5571.56806554723,-59509.677289955864,16919.611616895512,26713.081296190623,-52382.23761885641,80921.93448540127
35900.33761588966,15097.810990794016,25413.988397159337,58163.47501416236,-57757.30426305403,-70705.36517716106,-44658.304453339864,75096.69874914964,-9075.016319893608,122024.86635774431
-37460.754550118116,-6757.364137011081,31436.86256661868,41330.69848880142,-33268.461560167445,-74011.27808325268,-32943.64497865866,13810.47427073104,20181.007003964747,17710.004074888784
9088.826313288098,-74882.11588547615,35529.091691009475,-33097.853326165314,32389.81945411113,-94627.77080291139,-1254.7498237257205,-4858.396796538559,-8389.81210294752,18372.51516594383
1999.5381253535556,-9968.086585394181,17633.277963233377,4310.623636367566,-6966.789110684579,-55033.61348435859,-11790.171277916852,45628.28195675852,3156.0430177666904,14790.860270076673
13059.324053603115,-43890.54228534793,-38020.569220644444,-5336.939243752347,-16879.193137371854,-50033.045019515615,-23156.21747483169,-8410.389114051606,-82911.44902187037,57326.00911229098
29671.503932637548,-72662.08544763197,-30336.794558191697,-55843.14173293393,-48240.03628477775,-32246.116437367204,33594.50102795004,-23796.164102416675,-7055.321424121279,-17376.741585417738
18356.063888919838,-3770.150843040936,3499.8757084254753,-38514.63793436179,-20507.963315051486,-73640.7592349953,-20453.66153768589,-140.26623516593645,43543.7574721848,32564.152475249735
-33955.45489828357,-19472.4124271307,60321.04407245165,-3585.150014284185,36938.84851191405,19465.88615407288,2499.0453342285386,18278.25216976649,49181.390956707655,32073.224472693608
63474.55603976775,-21124.734605754504,-69046.61115541225,25013.720602862522,15106.992330310484,14836.435938554268,-6718.197639824674,-7307.987059374207,47386.31318297997,18448.585712638323
50317.94756613578,6529.056490141236,-51179.3968111174,7570.177228655222,-31957.019847830245,122.98136537075288,10789.14938015244,-6631.707838142126,21944.585321081457,90651.43898467964
-16530.589687308857,20062.44017023514,2182.7828165426417,835.3706131699564,-8833.760056905347,-17991.408515837087,-53582.70143336426,22243.291697598346,54810.72413184959,31569.792928257284
-14124.68539380765,-32644.43320043901,7265.0489046712555,-47745.70231981178,24148.27356781433,-71418.26175161466,-9766.014445132983,43704.20380102477,-18822.110831886504,-14956.252099836904
43218.120810110624,-53395.710846797156,-12847.386860154162,-84.13834895328819,-1410.9515023897984,-119512.36468084938,-656.0272358959483,19694.93063848198,-5327.57267710911,95428.18110381503
-7344.10507333504,-45065.99522851983,-14462.313433142042,-12954.85804034596,-21095.53430522153,26583.475768566186,60673.944078024586,20977.59870451948,57715.123098684446,25636.193374189137
-5474.04073330362,21507.784999114025,-33922.37884226611,-3447.281386593539,20317.41321984686,-10364.712923286483,26252.926646304593,40174.086620817936,33594.5259173134,69806.76912153841
-25969.264135929425,-8919.958179364685,-13110.797464573112,41003.78169924798,-9519.799032049228,-28581.238102757463,-2071.7876039753555,54267.187100086994,24289.363867345215,24768.9394683956
18468.770894578185,-10.920792605684255,-46279.897273345916,19658.704019690602,-30224.052502132203,-2622.57054021586,11457.7428190612,17315.076571544974,29858.649609324333,19999.93764914527
-25107.226636111795,11021.148897785723,8960.46659827097,29508.7310100953,-7092.41259657936,-82908.6240254975,-17373.967124317278,-5230.6143633194515,23736.560433894007,61772.58587285001
41049.13612335617,27564.878514236618,-31587.961367577234,44247.68818139961,32791.4281457726,-60841.32511198429,3263.865435948557,-33427.16926243971,7331.45023135369,69689.01620388588
-34834.961478687896,-18730.492230501943,58643.23622600873,31310.54332475016,69668.0521588148,-57644.174847792994,-25570.989923011733,18879.24832965385,-38281.99590009538,47562.33023696942
-15166.960996622556,45029.83814285051,22883.95265798047,-686.3748984170488,44577.52018465832,-67024.9856096085,39011.76634396489,11538.4555513987,-95357.38173981309,91403.8827610544
-9280.656086932368,-113804.0061808365,-8395.923643693754,44909.77461147696,-9523.841863788724,-51951.48611283068,9072.0442777733,-32246.48425549175,-13193.046449116795,11697.133319587625
-26099.73430991682,-61161.81155397699,26319.466988456534,-24813.494437269455,33057.81349504304,-87489.70720191105,18546.503819176418,98624.61905868852,35606.60221328609,45443.46172772034
54647.82557303608,-17139.71002668496,-54873.752715523005,22723.148686875746,72817.49909722712,-12963.55072203416,36332.65249703416,-11546.317254629797,9049.458103942896,5376.035580891958
-76965.30042411342,-31535.012708525297,-20742.401705368233,25408.42519717014,-19722.744749693607,-7617.853505940517,3534.5919633270814,-23632.350330494213,83836.70127893196,105694.29713958444
-6425.322956940456,46591.87073912403,28884.119854385444,26813.30140281254,28650.287226914872,-30552.324527019216,34015.13361012894,-60384.230622682015,21112.79846989552,47917.814584862834
-54262.868375232836,24137.50111713467,-41075.525719926205,48898.192344279596,20704.940192969887,-41740.58404044505,55488.068810216566,-19924.556092745755,-25611.860716347262,58985.245095999126
59393.296943829286,-10312.890259467447,-31354.081871523846,-5744.598512063505,1871.124460644477,-27253.184984788626,-9418.317244211521,6896.7955737069715,25104.28636740718,82401.88539477752
-17203.984424609956,-20604.008628242103,17952.799889354614,3289.871964083035,31903.214263810973,-102973.66875902627,7593.661647526588,42473.49938696455,45505.76285994428,71016.23074435808
6101.9424666980785,-47646.25973301923,18812.406791132307,42496.786526510434,21336.626839434895,-39546.614097684695,-35335.462385880324,47475.29169362462,-5001.32366577642,56254.95862086107
57017.84449321915,-23983.406235212824,16103.960450329369,5974.868443883102,19562.001755499256,-93129.28108815337,20485.742578139376,-20771.850083742833,-7268.521800262774,8914.830012104474
10308.972557064097,41135.75660686907,-10929.198524956795,-18161.811075954603,-59076.669177003656,-23791.8191997027,-36645.230090207784,-57832.32017405734,65299.00182866609,-2170.8298615112126
33516.53615135963,-6374.555434643831,-24505.139447994516,20250.581992632884,-41653.84703576,-6470.971834136242,11632.288579033062,-2305.731717855788,-40944.008326689065,28945.477535183247
